sample_index,t_s,event,gesture,rep
756043,378.024191,release,elbow_flex,27
763044,381.524747,preview,shoulder_flex,28
766015,383.010190,prepare,shoulder_flex,28
770056,385.030635,go,shoulder_flex,28
778047,389.026104,return,shoulder_flex,28
783075,391.540438,release,shoulder_flex,28
790039,395.022338,preview,arm_lift,29
793015,396.510062,prepare,arm_lift,29
797073,398.539486,go,arm_lift,29
805019,402.512142,return,arm_lift,29
810075,405.040096,release,arm_lift,29
817057,408.530931,preview,pick_and_lift,30
820033,410.018862,prepare,pick_and_lift,30
824021,412.013504,go,pick_and_lift,30
832005,416.005397,return,pick_and_lift,30
837004,418.504672,release,pick_and_lift,30
844019,422.012389,preview,pick_and_raise,31
847091,423.548481,prepare,pick_and_raise,31
851086,425.545639,go,pick_and_raise,31
859066,429.536193,return,pick_and_raise,31
864020,432.013417,release,pick_and_raise,31
871092,435.549369,preview,index_flex,32
874059,437.032419,prepare,index_flex,32
878082,439.044181,go,index_flex,32
886049,443.027590,return,index_flex,32
891094,445.550053,release,index_flex,32
898088,449.046889,preview,thumb_flex,33
901032,450.518858,prepare,thumb_flex,33
905024,452.515000,go,thumb_flex,33
913004,456.505365,return,thumb_flex,33
918012,459.009633,release,thumb_flex,33
925066,462.536048,preview,pinch,34
928090,464.047800,prepare,pinch,34
932044,466.024623,go,pinch,34
940090,470.048439,return,pinch,34
945040,472.523561,release,pinch,34
952065,476.036059,preview,elbow_flex,35
955035,477.520992,prepare,elbow_flex,35
959007,479.506665,go,elbow_flex,35
967027,483.517021,return,elbow_flex,35
972035,486.020879,release,elbow_flex,35
979027,489.516592,preview,shoulder_flex,36
982078,491.042611,prepare,shoulder_flex,36
986063,493.034547,go,shoulder_flex,36
994037,497.022109,return,shoulder_flex,36
999124,499.565311,release,shoulder_flex,36
1006067,503.036822,preview,arm_lift,37
1009044,504.526221,prepare,arm_lift,37
1013005,506.506101,go,arm_lift,37
1021065,510.535675,return,arm_lift,37
1026083,513.045005,release,arm_lift,37
1033069,516.537964,preview,pick_and_lift,38
1036039,518.022974,prepare,pick_and_lift,38
1040029,520.018121,go,pick_and_lift,38
1048072,524.039856,return,pick_and_lift,38
1053046,526.526937,release,pick_and_lift,38
1060005,530.006602,preview,pick_and_raise,39
1063092,531.549971,prepare,pick_and_raise,39
1067090,533.549324,go,pick_and_raise,39
1075006,537.506652,return,pick_and_raise,39
1080144,540.075729,release,pick_and_raise,39
1090071,545.039439,end,,-1
1100126,550.068051,record_end,,-1
