sample_index,t_s,event,gesture,rep
311043,155.522761,go,elbow_flex,11
319008,159.505608,return,elbow_flex,11
324032,162.017010,release,elbow_flex,11
331087,165.544719,preview,shoulder_flex,12
334050,167.026370,prepare,shoulder_flex,12
338036,169.019920,go,shoulder_flex,12
345999,173.000930,return,shoulder_flex,12
351039,175.520888,release,shoulder_flex,12
358004,179.003315,preview,arm_lift,13
361086,180.544041,prepare,arm_lift,13
365070,182.536146,go,arm_lift,13
373084,186.543385,return,arm_lift,13
378000,189.001671,release,arm_lift,13
385070,192.536900,preview,pick_and_lift,14
388035,194.019572,prepare,pick_and_lift,14
392004,196.003735,go,pick_and_lift,14
400072,200.037916,return,pick_and_lift,14
405091,202.546849,release,pick_and_lift,14
412024,206.013571,preview,pick_and_raise,15
415012,207.507763,prepare,pick_and_raise,15
419004,209.503879,go,pick_and_raise,15
427069,213.536091,return,pick_and_raise,15
432079,216.040979,release,pick_and_raise,15
439081,219.542320,preview,index_flex,16
442049,221.026250,prepare,index_flex,16
446021,223.011953,go,index_flex,16
454037,227.020034,return,index_flex,16
459039,229.521398,release,index_flex,16
466096,233.049886,preview,thumb_flex,17
469057,234.530238,prepare,thumb_flex,17
473083,236.543662,go,thumb_flex,17
481070,240.537245,return,thumb_flex,17
486077,243.040850,release,thumb_flex,17
493046,246.525038,preview,pinch,18
496081,248.043315,prepare,pinch,18
500074,250.039078,go,pinch,18
508064,254.034415,return,pinch,18
513060,256.532496,release,pinch,18
520050,260.027542,preview,elbow_flex,19
523035,261.519631,prepare,elbow_flex,19
527050,263.527668,go,elbow_flex,19
535036,267.520304,return,elbow_flex,19
540075,270.040397,release,elbow_flex,19
547080,273.541968,preview,shoulder_flex,20
550028,275.015965,prepare,shoulder_flex,20
554010,277.007035,go,shoulder_flex,20
562090,281.047419,return,shoulder_flex,20
567078,283.540993,release,shoulder_flex,20
574055,287.030364,preview,arm_lift,21
577019,288.512011,prepare,arm_lift,21
581015,290.510301,go,arm_lift,21
589010,294.507680,return,arm_lift,21
594046,297.025483,release,arm_lift,21
601013,300.508980,preview,pick_and_lift,22
604003,302.003768,prepare,pick_and_lift,22
608011,304.008097,go,pick_and_lift,22
616093,308.049143,return,pick_and_lift,22
620997,310.501435,release,pick_and_lift,22
628063,314.034633,preview,pick_and_raise,23
631087,315.545822,prepare,pick_and_raise,23
635041,317.522639,go,pick_and_raise,23
643015,321.510657,return,pick_and_raise,23
648040,324.022753,release,pick_and_raise,23
654999,327.502174,preview,index_flex,24
658069,329.036704,prepare,index_flex,24
662001,331.002797,go,index_flex,24
670047,335.026927,return,index_flex,24
675074,337.539931,release,index_flex,24
682016,341.011471,preview,thumb_flex,25
685058,342.532343,prepare,thumb_flex,25
689150,344.578099,go,thumb_flex,25
697055,348.531117,return,thumb_flex,25
702058,351.032026,release,thumb_flex,25
709086,354.545938,preview,pinch,26
712073,356.039554,prepare,pinch,26
716064,358.035598,go,pinch,26
724018,362.012448,return,pinch,26
729018,364.512017,release,pinch,26
736032,368.018594,preview,elbow_flex,27
739074,369.539655,prepare,elbow_flex,27
743032,371.519265,go,elbow_flex,27
751036,375.520607,return,elbow_flex,27
756048,378.026804,release,elbow_flex,27
763027,381.517600,preview,shoulder_flex,28
766068,383.037594,prepare,shoulder_flex,28
770057,385.032042,go,shoulder_flex,28
778035,389.020743,return,shoulder_flex,28
783059,391.533175,release,shoulder_flex,28
790043,395.025040,preview,arm_lift,29
793003,396.505354,prepare,arm_lift,29
796994,398.500445,go,arm_lift,29
805055,402.531053,return,arm_lift,29
810063,405.035443,release,arm_lift,29
817080,408.543563,preview,pick_and_lift,30
820071,410.038934,prepare,pick_and_lift,30
824069,412.038317,go,pick_and_lift,30
832025,416.015680,return,pick_and_lift,30
837094,418.550360,release,pick_and_lift,30
843995,422.001139,preview,pick_and_raise,31
847235,423.620621,prepare,pick_and_raise,31
851025,425.515942,go,pick_and_raise,31
859030,429.518457,return,pick_and_raise,31
864014,432.010927,release,pick_and_raise,31
871086,435.547048,preview,index_flex,32
874057,437.032443,prepare,index_flex,32
878055,439.031343,go,index_flex,32
886074,443.040489,return,index_flex,32
891035,445.521414,release,index_flex,32
898034,449.021244,preview,thumb_flex,33
900994,450.501105,prepare,thumb_flex,33
905066,452.537450,go,thumb_flex,33
913036,456.521945,return,thumb_flex,33
918047,459.027813,release,thumb_flex,33
925087,462.547457,preview,pinch,34
928046,464.026792,prepare,pinch,34
932060,466.033936,go,pinch,34
940040,470.023993,return,pinch,34
945036,472.521998,release,pinch,34
952078,476.043273,preview,elbow_flex,35
955043,477.525829,prepare,elbow_flex,35
959010,479.509219,go,elbow_flex,35
967010,483.509514,return,elbow_flex,35
972021,486.014689,release,elbow_flex,35
979018,489.513303,preview,shoulder_flex,36
982093,491.050917,prepare,shoulder_flex,36
986085,493.046851,go,shoulder_flex,36
994011,497.009725,return,shoulder_flex,36
999004,499.506309,release,shoulder_flex,36
1005995,503.002854,preview,arm_lift,37
1009067,504.537425,prepare,arm_lift,37
1013055,506.531838,go,arm_lift,37
1021005,510.507394,return,arm_lift,37
1026009,513.008764,release,arm_lift,37
1033006,516.507740,preview,pick_and_lift,38
1036071,518.039696,prepare,pick_and_lift,38
1040005,520.007127,go,pick_and_lift,38
1048023,524.016097,return,pick_and_lift,38
1053091,526.550323,release,pick_and_lift,38
1060074,530.041854,preview,pick_and_raise,39
1063050,531.529722,prepare,pick_and_raise,39
1067035,533.522433,go,pick_and_raise,39
1075080,537.544990,return,pick_and_raise,39
1080014,540.011396,release,pick_and_raise,39
1090000,545.004657,end,,-1
1100058,550.033723,record_end,,-1
