sample_index,t_s,event,gesture,rep
702059,351.030618,release,thumb_flex,25
709052,354.527062,preview,pinch,26
712089,356.046390,prepare,pinch,26
716045,358.024218,go,pinch,26
724049,362.025745,return,pinch,26
729019,364.510970,release,pinch,26
736009,368.005428,preview,elbow_flex,27
739049,369.525028,prepare,elbow_flex,27
743001,371.501749,go,elbow_flex,27
751011,375.506420,return,elbow_flex,27
756075,378.038313,release,elbow_flex,27
763065,381.533513,preview,shoulder_flex,28
766002,383.002714,prepare,shoulder_flex,28
770056,385.029095,go,shoulder_flex,28
778077,389.039805,return,shoulder_flex,28
783074,391.538321,release,shoulder_flex,28
790061,395.032418,preview,arm_lift,29
793002,396.501975,prepare,arm_lift,29
797064,398.533700,go,arm_lift,29
805078,402.540427,return,arm_lift,29
810044,405.023569,release,arm_lift,29
817052,408.526782,preview,pick_and_lift,30
820089,410.045889,prepare,pick_and_lift,30
824042,412.022482,go,pick_and_lift,30
832052,416.027508,return,pick_and_lift,30
837037,418.520542,release,pick_and_lift,30
844030,422.016571,preview,pick_and_raise,31
847073,423.538796,prepare,pick_and_raise,31
851030,425.516647,go,pick_and_raise,31
859043,429.522669,return,pick_and_raise,31
864028,432.015405,release,pick_and_raise,31
871032,435.517419,preview,index_flex,32
874068,437.035347,prepare,index_flex,32
878018,439.009978,go,index_flex,32
886030,443.015992,return,index_flex,32
891014,445.508100,release,index_flex,32
898007,449.005115,preview,thumb_flex,33
901053,450.528596,prepare,thumb_flex,33
905013,452.508043,go,thumb_flex,33
913015,456.508720,return,thumb_flex,33
918081,459.041599,release,thumb_flex,33
925091,462.546932,preview,pinch,34
928029,464.015512,prepare,pinch,34
932087,466.045157,go,pinch,34
940089,470.046112,return,pinch,34
945067,472.534797,release,pinch,34
952063,476.033421,preview,elbow_flex,35
955001,477.501793,prepare,elbow_flex,35
959060,479.531614,go,elbow_flex,35
967057,483.530455,return,elbow_flex,35
972021,486.012910,release,elbow_flex,35
979011,489.507202,preview,shoulder_flex,36
982053,491.027710,prepare,shoulder_flex,36
986012,493.007422,go,shoulder_flex,36
994027,497.015119,return,shoulder_flex,36
999097,499.550319,release,shoulder_flex,36
1006089,503.045531,preview,arm_lift,37
1009028,504.515428,prepare,arm_lift,37
1013085,506.543323,go,arm_lift,37
1020997,510.500059,return,arm_lift,37
1026078,513.040584,release,arm_lift,37
1033072,516.538286,preview,pick_and_lift,38
1036016,518.009884,prepare,pick_and_lift,38
1040070,520.036522,go,pick_and_lift,38
1048076,524.039818,return,pick_and_lift,38
1053041,526.522366,release,pick_and_lift,38
1060058,530.030899,preview,pick_and_raise,39
1063092,531.548047,prepare,pick_and_raise,39
1067048,533.525394,go,pick_and_raise,39
1075070,537.536457,return,pick_and_raise,39
1080052,540.028044,release,pick_and_raise,39
1090010,545.006731,end,,-1
1100084,550.043431,record_end,,-1
