sample_index,t_s,event,gesture,rep
297014,148.507881,release,pinch,10
304009,152.004836,preview,elbow_flex,11
307087,153.544492,prepare,elbow_flex,11
311021,155.510945,go,elbow_flex,11
319021,159.511355,return,elbow_flex,11
324089,162.044805,release,elbow_flex,11
331007,165.504035,preview,shoulder_flex,12
334019,167.010004,prepare,shoulder_flex,12
338094,169.047737,go,shoulder_flex,12
346095,173.048379,return,shoulder_flex,12
351070,175.535626,release,shoulder_flex,12
358097,179.049073,preview,arm_lift,13
361051,180.526531,prepare,arm_lift,13
365099,182.550334,go,arm_lift,13
373077,186.539461,return,arm_lift,13
378035,189.018138,release,arm_lift,13
385087,192.544221,preview,pick_and_lift,14
388013,194.007174,prepare,pick_and_lift,14
392059,196.030684,go,pick_and_lift,14
400006,200.003851,return,pick_and_lift,14
405044,202.523762,release,pick_and_lift,14
412080,206.041501,preview,pick_and_raise,15
415057,207.529471,prepare,pick_and_raise,15
419051,209.526550,go,pick_and_raise,15
427015,213.508964,return,pick_and_raise,15
432031,216.016695,release,pick_and_raise,15
439094,219.548217,preview,index_flex,16
442078,221.040068,prepare,index_flex,16
446074,223.037868,go,index_flex,16
454062,227.032607,return,index_flex,16
459080,229.541241,release,index_flex,16
466040,233.021424,preview,thumb_flex,17
469000,234.501213,prepare,thumb_flex,17
473086,236.544345,go,thumb_flex,17
480998,240.501225,return,thumb_flex,17
486020,243.011540,release,thumb_flex,17
493034,246.518316,preview,pinch,18
496010,248.006550,prepare,pinch,18
500078,250.040236,go,pinch,18
508040,254.020926,return,pinch,18
513069,256.536133,release,pinch,18
519999,260.001092,preview,elbow_flex,19
523078,261.540569,prepare,elbow_flex,19
527066,263.534628,go,elbow_flex,19
535081,267.541879,return,elbow_flex,19
540095,270.048748,release,elbow_flex,19
547046,273.525323,preview,shoulder_flex,20
550071,275.037169,prepare,shoulder_flex,20
554060,277.031806,go,shoulder_flex,20
561996,281.000137,return,shoulder_flex,20
567061,283.532230,release,shoulder_flex,20
574015,287.008758,preview,arm_lift,21
577087,288.544762,prepare,arm_lift,21
581091,290.547163,go,arm_lift,21
589001,294.502054,return,arm_lift,21
594084,297.043608,release,arm_lift,21
601097,300.549630,preview,pick_and_lift,22
604061,302.032239,prepare,pick_and_lift,22
608043,304.023222,go,pick_and_lift,22
616017,308.010486,return,pick_and_lift,22
621034,310.518906,release,pick_and_lift,22
628006,314.004922,preview,pick_and_raise,23
631039,315.521871,prepare,pick_and_raise,23
635042,317.523291,go,pick_and_raise,23
643049,321.526393,return,pick_and_raise,23
648120,324.062446,release,pick_and_raise,23
655088,327.546290,preview,index_flex,24
658070,329.036708,prepare,index_flex,24
662059,331.031717,go,index_flex,24
670054,335.029686,return,index_flex,24
675080,337.542063,release,index_flex,24
682050,341.026459,preview,thumb_flex,25
685030,342.517650,prepare,thumb_flex,25
689080,344.542630,go,thumb_flex,25
697048,348.526083,return,thumb_flex,25
702064,351.033822,release,thumb_flex,25
709053,354.528483,preview,pinch,26
712014,356.009763,prepare,pinch,26
716000,358.001985,go,pinch,26
724172,362.088376,return,pinch,26
729086,364.544423,release,pinch,26
736053,368.028545,preview,elbow_flex,27
739019,369.511488,prepare,elbow_flex,27
743043,371.524392,go,elbow_flex,27
751001,375.502584,return,elbow_flex,27
756031,378.018115,release,elbow_flex,27
763065,381.534945,preview,shoulder_flex,28
766033,383.019320,prepare,shoulder_flex,28
770069,385.037045,go,shoulder_flex,28
778007,389.005657,return,shoulder_flex,28
783069,391.536709,release,shoulder_flex,28
790067,395.036040,preview,arm_lift,29
793035,396.520329,prepare,arm_lift,29
797043,398.523745,go,arm_lift,29
805065,402.535272,return,arm_lift,29
810041,405.023323,release,arm_lift,29
817089,408.546836,preview,pick_and_lift,30
820047,410.025507,prepare,pick_and_lift,30
824002,412.003428,go,pick_and_lift,30
832045,416.024784,return,pick_and_lift,30
837091,418.548331,release,pick_and_lift,30
844072,422.038972,preview,pick_and_raise,31
847042,423.523517,prepare,pick_and_raise,31
850995,425.500625,go,pick_and_raise,31
858995,429.500419,return,pick_and_raise,31
864076,432.041864,release,pick_and_raise,31
871089,435.547256,preview,index_flex,32
874013,437.009317,prepare,index_flex,32
878006,439.006229,go,index_flex,32
886000,443.003027,return,index_flex,32
891030,445.518127,release,index_flex,32
898014,449.010327,preview,thumb_flex,33
901092,450.548623,prepare,thumb_flex,33
905080,452.542968,go,thumb_flex,33
913040,456.522955,return,thumb_flex,33
918080,459.042946,release,thumb_flex,33
925086,462.546283,preview,pinch,34
928064,464.034472,prepare,pinch,34
931998,466.001870,go,pinch,34
940020,470.012914,return,pinch,34
945046,472.526280,release,pinch,34
952027,476.017055,preview,elbow_flex,35
955008,477.507742,prepare,elbow_flex,35
959000,479.503292,go,elbow_flex,35
967075,483.540322,return,elbow_flex,35
972014,486.010465,release,elbow_flex,35
979013,489.509406,preview,shoulder_flex,36
982075,491.040478,prepare,shoulder_flex,36
986039,493.022752,go,shoulder_flex,36
994072,497.039348,return,shoulder_flex,36
999075,499.541282,release,shoulder_flex,36
1006125,503.065953,preview,arm_lift,37
1009061,504.534017,prepare,arm_lift,37
1013067,506.536710,go,arm_lift,37
1021060,510.533240,return,arm_lift,37
1026067,513.036946,release,arm_lift,37
1033011,516.509687,preview,pick_and_lift,38
1036075,518.040853,prepare,pick_and_lift,38
1040055,520.031418,go,pick_and_lift,38
1048075,524.040928,return,pick_and_lift,38
1053039,526.522776,release,pick_and_lift,38
1060069,530.038210,preview,pick_and_raise,39
1063044,531.525974,prepare,pick_and_raise,39
1067067,533.537242,go,pick_and_raise,39
1075084,537.545436,return,pick_and_raise,39
1080060,540.034098,release,pick_and_raise,39
1090054,545.030717,end,,-1
1100108,550.057467,record_end,,-1
