sample_index,t_s,event,gesture,rep
358059,179.030225,preview,arm_lift,13
361043,180.522160,prepare,arm_lift,13
365051,182.527138,go,arm_lift,13
373099,186.550898,return,arm_lift,13
378051,189.026268,release,arm_lift,13
385059,192.530573,preview,pick_and_lift,14
388089,194.045196,prepare,pick_and_lift,14
392026,196.013926,go,pick_and_lift,14
400042,200.022405,return,pick_and_lift,14
405018,202.510289,release,pick_and_lift,14
412066,206.034566,preview,pick_and_raise,15
415010,207.506356,prepare,pick_and_raise,15
419050,209.526112,go,pick_and_raise,15
427038,213.520543,return,pick_and_raise,15
432028,216.015043,release,pick_and_raise,15
439092,219.547069,preview,index_flex,16
442036,221.019121,prepare,index_flex,16
446024,223.014676,go,index_flex,16
454030,227.015874,return,index_flex,16
459076,229.539139,release,index_flex,16
466026,233.014468,preview,thumb_flex,17
469026,234.514662,prepare,thumb_flex,17
473014,236.508001,go,thumb_flex,17
481030,240.516314,return,thumb_flex,17
486006,243.004787,release,thumb_flex,17
493064,246.533297,preview,pinch,18
496014,248.008067,prepare,pinch,18
500014,250.008002,go,pinch,18
508008,254.004820,return,pinch,18
513096,256.549328,release,pinch,18
520047,260.025621,preview,elbow_flex,19
523040,261.521678,prepare,elbow_flex,19
527003,263.503067,go,elbow_flex,19
535086,267.544507,return,elbow_flex,19
540054,270.028624,release,elbow_flex,19
547009,273.505760,preview,shoulder_flex,20
550079,275.041131,prepare,shoulder_flex,20
554043,277.023353,go,shoulder_flex,20
562011,281.007286,return,shoulder_flex,20
567065,283.534023,release,shoulder_flex,20
574023,287.013306,preview,arm_lift,21
577070,288.536441,prepare,arm_lift,21
581064,290.534036,go,arm_lift,21
589047,294.525337,return,arm_lift,21
594051,297.027520,release,arm_lift,21
601089,300.545845,preview,pick_and_lift,22
604027,302.015568,prepare,pick_and_lift,22
608040,304.021573,go,pick_and_lift,22
616031,308.017136,return,pick_and_lift,22
621047,310.525063,release,pick_and_lift,22
628037,314.020090,preview,pick_and_raise,23
631025,315.514522,prepare,pick_and_raise,23
635029,317.516510,go,pick_and_raise,23
643022,321.513015,return,pick_and_raise,23
648092,324.047887,release,pick_and_raise,23
655086,327.544806,preview,index_flex,24
658080,329.042054,prepare,index_flex,24
662037,331.020680,go,index_flex,24
670054,335.029174,return,index_flex,24
675036,337.520273,release,index_flex,24
682090,341.047127,preview,thumb_flex,25
685038,342.521323,prepare,thumb_flex,25
689001,344.502622,go,thumb_flex,25
697070,348.536831,return,thumb_flex,25
702092,351.048356,release,thumb_flex,25
708998,354.501503,preview,pinch,26
712052,356.027884,prepare,pinch,26
716027,358.016343,go,pinch,26
724006,362.005229,return,pinch,26
729090,364.547526,release,pinch,26
736012,368.008610,preview,elbow_flex,27
739080,369.542106,prepare,elbow_flex,27
743040,371.521664,go,elbow_flex,27
751042,375.523248,return,elbow_flex,27
756081,378.042675,release,elbow_flex,27
763031,381.517918,preview,shoulder_flex,28
766040,383.022512,prepare,shoulder_flex,28
770023,385.014253,go,shoulder_flex,28
778046,389.025629,return,shoulder_flex,28
783088,391.546731,release,shoulder_flex,28
790069,395.037437,preview,arm_lift,29
793039,396.522211,prepare,arm_lift,29
797017,398.511146,go,arm_lift,29
805063,402.533538,return,arm_lift,29
810023,405.013952,release,arm_lift,29
817035,408.520127,preview,pick_and_lift,30
820073,410.039025,prepare,pick_and_lift,30
824081,412.043524,go,pick_and_lift,30
832021,416.013935,return,pick_and_lift,30
837051,418.527390,release,pick_and_lift,30
843995,422.000545,preview,pick_and_raise,31
847067,423.536034,prepare,pick_and_raise,31
851001,425.503131,go,pick_and_raise,31
859014,429.509411,return,pick_and_raise,31
864041,432.023923,release,pick_and_raise,31
871095,435.550333,preview,index_flex,32
874144,437.075028,prepare,index_flex,32
878094,439.050018,go,index_flex,32
886042,443.024231,return,index_flex,32
891062,445.533942,release,index_flex,32
897998,449.001831,preview,thumb_flex,33
901061,450.533427,prepare,thumb_flex,33
905038,452.521822,go,thumb_flex,33
913005,456.505365,return,thumb_flex,33
918050,459.028394,release,thumb_flex,33
925038,462.521829,preview,pinch,34
928078,464.041895,prepare,pinch,34
932088,466.046757,go,pinch,34
940042,470.023870,return,pinch,34
945052,472.528987,release,pinch,34
952092,476.048461,preview,elbow_flex,35
955062,477.534412,prepare,elbow_flex,35
959064,479.534601,go,elbow_flex,35
967006,483.505863,return,elbow_flex,35
972008,486.007317,release,elbow_flex,35
979032,489.519002,preview,shoulder_flex,36
982014,491.010244,prepare,shoulder_flex,36
985998,493.001407,go,shoulder_flex,36
994087,497.046521,return,shoulder_flex,36
999049,499.527706,release,shoulder_flex,36
1006079,503.042888,preview,arm_lift,37
1008993,504.501129,prepare,arm_lift,37
1012996,506.501492,go,arm_lift,37
1021015,510.510994,return,arm_lift,37
1026023,513.014948,release,arm_lift,37
1033052,516.529277,preview,pick_and_lift,38
1036081,518.043915,prepare,pick_and_lift,38
1040059,520.032821,go,pick_and_lift,38
1048013,524.009694,return,pick_and_lift,38
1053037,526.521665,release,pick_and_lift,38
1060087,530.046992,preview,pick_and_raise,39
1063057,531.532313,prepare,pick_and_raise,39
1067071,533.538975,go,pick_and_raise,39
1075016,537.511931,return,pick_and_raise,39
1080009,540.008406,release,pick_and_raise,39
1090033,545.019821,end,,-1
1093520,555.416145,record_end,,-1
