sample_index,t_s,event,gesture,rep
837060,418.532589,release,pick_and_lift,30
844053,422.030381,preview,pick_and_raise,31
847033,423.519568,prepare,pick_and_raise,31
851029,425.517511,go,pick_and_raise,31
859020,429.513072,return,pick_and_raise,31
864068,432.036627,release,pick_and_raise,31
871018,435.511554,preview,index_flex,32
874073,437.039599,prepare,index_flex,32
878072,439.039444,go,index_flex,32
886048,443.026839,return,index_flex,32
891077,445.541605,release,index_flex,32
898042,449.023855,preview,thumb_flex,33
901076,450.540830,prepare,thumb_flex,33
905066,452.536078,go,thumb_flex,33
913052,456.528934,return,thumb_flex,33
917998,459.001767,release,thumb_flex,33
925026,462.516932,preview,pinch,34
927996,464.001274,prepare,pinch,34
932031,466.018755,go,pinch,34
940009,470.008095,return,pinch,34
945038,472.522627,release,pinch,34
952067,476.037161,preview,elbow_flex,35
955027,477.516516,prepare,elbow_flex,35
959048,479.527175,go,elbow_flex,35
967087,483.547352,return,elbow_flex,35
972083,486.044822,release,elbow_flex,35
979067,489.538074,preview,shoulder_flex,36
982057,491.031559,prepare,shoulder_flex,36
986075,493.040524,go,shoulder_flex,36
994018,497.012403,return,shoulder_flex,36
999034,499.520259,release,shoulder_flex,36
1006033,503.019995,preview,arm_lift,37
1009001,504.503649,prepare,arm_lift,37
1013074,506.540538,go,arm_lift,37
1021080,510.544020,return,arm_lift,37
1026071,513.039471,release,arm_lift,37
1033009,516.508373,preview,pick_and_lift,38
1036089,518.047972,prepare,pick_and_lift,38
1040071,520.039043,go,pick_and_lift,38
1048050,524.028828,return,pick_and_lift,38
1053086,526.546641,release,pick_and_lift,38
1060034,530.020355,preview,pick_and_raise,39
1062996,531.502082,prepare,pick_and_raise,39
1067088,533.547645,go,pick_and_raise,39
1075016,537.512045,return,pick_and_raise,39
1080020,540.014041,release,pick_and_raise,39
1090069,545.038688,end,,-1
1100122,550.064866,record_end,,-1
